OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SOL2,LAKE SOLITUDE,Lake,"THE STATION IS LOCATED ON THE MOUNT MORAN; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT LAKE SOLITUDE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.7926944,-110.8440556,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SOL3,OUTLET; LAKE SOLITUDE,River/Stream,"THE STATION IS LOCATED ON THE MOUNT MORAN; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE OUTLET OF LAKE SOLITUDE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300. DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7908611,-110.8418333,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SRBD,SNAKE RIVER BELOW JACKSON LAKE DAM,River/Stream,"THE STATION IS LOCATED ON THE MORAN; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE SNAKE RIVER BELOW JACKSON LAKE DAM AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1998 REPORT ""A COMPARATIVE SUMMARY OF THE 1995; 1996; AND 1997 TROPHIC STATE EVALUATIONS OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND SARAH MCDAVITT (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE THIRD OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL.  (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.8579167,-110.5849167,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_STG1,INLET; STRING LAKE,River/Stream,"THE STATION IS LOCATED ON THE JENNY LAKE; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE INLET OF STRING LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT. FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7975,-110.728,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_STG2,STRING LAKE,Lake,"THE STATION IS LOCATED ON THE JENNY LAKE; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT STRING LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.7850833,-110.7322778,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_STG3,OUTLET; STRING LAKE,River/Stream,"THE STATION IS LOCATED ON THE JENNY LAKE; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE OUTLET OF STRING LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300. DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7841667,-110.7271111,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_STH1,OFF SHORE OF SOUTH LANDING; JACKSON LAKE,Reservoir,"THE STATION IS LOCATED ON THE MORAN; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED OFF SHORE OF SOUTH LANDING AT JACKSON LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1998 REPORT ""A COMPARATIVE SUMMARY OF THE 1995; 1996; AND 1997 TROPHIC STATE EVALUATIONS OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND SARAH MCDAVITT (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE THIRD OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",17040101,,,,,43.82225,-110.6241944,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_STH2,STANDING WATER NEAR S. LANDING OF JACKSON LAKE,Spring,"THE STATION IS LOCATED ON THE MORAN; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE SAMPLE WAS TAKEN FROM A POOL OF STANDING WATER LOCATED NEAR SOUTH LANDING AT JACKSON LAKE.  THE DATA ARE ASSOCIATED WITH THE 1998 REPORT ""A COMPARATIVE SUMMARY OF THE 1995; 1996; AND 1997 TROPHIC STATE EVALUATIONS OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND SARAH MCDAVITT (BRIGHAM YOUNG UNIVERSITY). THIS REPORT IS THE THIRD OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997. LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/SPRING",17040101,,,,,43.8216667,-110.6221111,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SUR1,INLET; SURPRISE LAKE,River/Stream,"THE STATION IS LOCATED ON THE GRAND TETON; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE INLET OF SURPRISE LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300. DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7287222,-110.7771667,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SUR2,SURPRISE LAKE,Lake,"THE STATION IS LOCATED ON THE GRAND TETON; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT SURPRISE LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1996.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.7286389,-110.7765833,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SUR3,OUTLET; SURPRISE LAKE,River/Stream,"THE STATION IS LOCATED ON THE GRAND TETON; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE OUTLET OF SURPRISE LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT. FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7287222,-110.7759444,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SWN1,INLET; SWAN LAKE,River/Stream,THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE INLET OF SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH A SERIES OF REPORTS PREPARED BY DR. WOODRUFF MILLER; ET. AL (BRIGHAM YOUNG UNIVERSITY).  THESE REPORTS EVALUATED THE TROPHIC STATE OF SELECTED LAKES IN GRAND TETON NATIONAL PARK FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORTS.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM,17040101,,,,,43.8890278,-110.6276667,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SWN2,SWAN LAKE,Lake,"THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.8903889,-110.6329722,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SWN3,EAST END OF SWAN LAKE,Lake,THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE EAST END OF SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH A SERIES OF REPORTS PREPARED BY DR. WOODRUFF MILLER; ET. AL (BRIGHAM YOUNG UNIVERSITY).  THESE REPORTS EVALUATED THE TROPHIC STATE OF SELECTED LAKES IN GRAND TETON NATIONAL PARK FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORTS.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE,17040101,,,,,43.8844444,-110.6275,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SWN4,WEST END OF SWAN LAKE,Lake,THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE WEST END OF SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH A SERIES OF REPORTS PREPARED BY DR. WOODRUFF MILLER; ET. AL (BRIGHAM YOUNG UNIVERSITY).  THESE REPORTS EVALUATED THE TROPHIC STATE OF SELECTED LAKES IN GRAND TETON NATIONAL PARK FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORTS.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE,17040101,,,,,43.8928611,-110.6346667,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_SWN5,OUTLET; SWAN LAKE,River/Stream,THE STATION IS LOCATED ON THE TWO OCEAN LAKE; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE OUTLET OF SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH A SERIES OF REPORTS PREPARED BY DR. WOODRUFF MILLER; ET. AL (BRIGHAM YOUNG UNIVERSITY).  THESE REPORTS EVALUATED THE TROPHIC STATE OF SELECTED LAKES IN GRAND TETON NATIONAL PARK FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORTS.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM,17040101,,,,,43.8838889,-110.6226111,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_TGR1,INLET; TAGGART LAKE,River/Stream,"THE STATION IS LOCATED ON THE GRAND TETON; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE INLET OF TAGGART LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT. FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7046111,-110.758,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_WM_TGR2,TAGGART LAKE,Lake,"THE STATION IS LOCATED ON THE GRAND TETON; WYTETON CO.; 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT TAGGART LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA ARE ASSOCIATED WITH THE 1996 REPORT ""TROPHIC STATE EVALUATION OF SELECTED LAKES IN GRAND TETON NATIONAL PARK"" PREPARED BY DR. WOODRUFF MILLER AND MARK BELLINI (BRIGHAM YOUNG UNIVERSITY).  THIS REPORT IS THE FIRST OF THREE YEARLY REPORTS WRITTEN IN CONJUNCTION WITH A THREE YEAR STUDY THAT WAS CONDUCTED FROM 1995 THROUGH 1997.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.7041111,-110.7536111,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
