OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
Bureau of Reclamation,2017-08-09,11:19:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,16.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2017-08-09,12:12:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,12:00:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,16.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,11:56:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,7.85,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,10:26:00,MDT,temperature,1119USBR_WQX-PAL007,Grab,Water Bottle,19.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL007
Bureau of Reclamation,2017-07-11,12:00:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.93,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-07-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-08-10,11:31:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.41,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-10_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-07-11,11:49:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,19.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-07-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-06-21,12:00:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.73,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-06-21_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-08-09,11:27:00,MDT,pH,1119USBR_WQX-PAL006,Grab,Water Bottle,7.61,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2017-08-10,11:16:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,19.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-10_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-05-31,12:14:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-05-31_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2017-08-10,11:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,11.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-10_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-08-09,11:58:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,16.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,10:25:00,MDT,pH,1119USBR_WQX-PAL007,Grab,Water Bottle,8.5,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL007
Bureau of Reclamation,2017-08-09,11:56:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,16.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,11:49:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,8.26,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,11:10:00,MDT,pH,1119USBR_WQX-PAL006,Grab,Water Bottle,8.37,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2017-08-10,12:20:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,7.8,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-10_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2017-06-21,12:05:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.7,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-06-21_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-08-09,11:25:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,15.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2017-08-09,13:40:00,MDT,pH,1119USBR_WQX-PAL101,Grab,Water Bottle,8.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2017-08-09,13:40:00,MDT,Calcium,1119USBR_WQX-PAL101,Grab,Water Bottle,34.5,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2017-08-09_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2017-06-21,11:53:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,9.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-06-21_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-08-09,12:15:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,11.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,12:15:00,MDT,Calcium,1119USBR_WQX-PAL005,Grab,Water Bottle,34.1,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2017-08-09_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2017-08-09,12:29:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.28,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-08-09_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2017-08-09,12:29:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-08-09_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2017-07-11,12:15:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-07-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-05-31,12:14:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.14,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-05-31_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2017-07-11,12:10:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2017-07-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2017-05-31,12:12:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.19,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2017-05-31_break_1119USBR_WQX-PAL008
USGS Wyoming Water Science Center,2013-01-16,10:30:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,0.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2013-01-16_break_USGS-13025500
USGS Wyoming Water Science Center,2013-01-16,10:30:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,7.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2013-01-16_break_USGS-13025500
USGS Wyoming Water Science Center,2014-03-18,16:00:00,MDT,Calcium,USGS-13025500,USGS,Unknown,67.4,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2014-03-18_break_USGS-13025500
USGS Wyoming Water Science Center,2014-03-18,16:00:00,MDT,pH,USGS-13025500,USGS,Unknown,8.4,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2014-03-18_break_USGS-13025500
USGS Wyoming Water Science Center,2014-08-11,16:05:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,21.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2014-08-11_break_USGS-13025500
USGS Wyoming Water Science Center,2014-08-11,16:05:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2014-08-11_break_USGS-13025500
USGS Wyoming Water Science Center,2014-08-11,16:05:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.7,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2014-08-11_break_USGS-13025500
USGS Wyoming Water Science Center,2014-08-11,16:05:00,MDT,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,47.8,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2014-08-11_break_USGS-13025500
USGS Wyoming Water Science Center,2014-03-18,16:00:00,MDT,temperature,USGS-13025500,USGS,Unknown,4.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2014-03-18_break_USGS-13025500
USGS Wyoming Water Science Center,2014-03-18,16:00:00,MDT,pH,USGS-13025500,USGS,Unknown,7.3,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2014-03-18_break_USGS-13025500
USGS Wyoming Water Science Center,2014-06-25,16:15:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.6,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2014-06-25_break_USGS-13025500
USGS Wyoming Water Science Center,2014-06-25,16:15:00,MDT,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,59.4,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2014-06-25_break_USGS-13025500
USGS Wyoming Water Science Center,2014-06-25,16:15:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2014-06-25_break_USGS-13025500
USGS Wyoming Water Science Center,2014-06-25,16:15:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,19.0,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2014-06-25_break_USGS-13025500
USGS Wyoming Water Science Center,2014-11-03,15:30:00,MST,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,62.8,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2014-11-03_break_USGS-13025500
USGS Wyoming Water Science Center,2014-11-03,15:30:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2014-11-03_break_USGS-13025500
USGS Wyoming Water Science Center,2014-11-03,15:30:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,5.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2014-11-03_break_USGS-13025500
USGS Wyoming Water Science Center,2014-11-03,15:30:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2014-11-03_break_USGS-13025500
USGS Wyoming Water Science Center,2015-02-04,12:30:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.3,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2015-02-04_break_USGS-13025500
USGS Wyoming Water Science Center,2015-02-04,12:30:00,MST,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,62.2,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2015-02-04_break_USGS-13025500
USGS Wyoming Water Science Center,2015-02-04,12:30:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.2,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2015-02-04_break_USGS-13025500
USGS Wyoming Water Science Center,2015-02-04,12:30:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,3.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2015-02-04_break_USGS-13025500
USGS Wyoming Water Science Center,2015-12-21,15:25:00,MST,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,60.6,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2015-12-21_break_USGS-13025500
USGS Wyoming Water Science Center,2015-12-21,15:25:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.3,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2015-12-21_break_USGS-13025500
USGS Wyoming Water Science Center,2015-12-21,15:25:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.2,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2015-12-21_break_USGS-13025500
USGS Wyoming Water Science Center,2015-12-21,15:25:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,1.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2015-12-21_break_USGS-13025500
USGS Wyoming Water Science Center,2015-05-11,19:15:00,MDT,temperature,USGS-13018350,USGS,Unknown,11.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2015-05-11_break_USGS-13018350
USGS Wyoming Water Science Center,2015-05-11,19:15:00,MDT,pH,USGS-13018350,USGS,Unknown,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2015-05-11_break_USGS-13018350
USGS Wyoming Water Science Center,2015-06-03,13:30:00,MDT,temperature,USGS-13025500,USGS,Unknown,14.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2015-06-03_break_USGS-13025500
USGS Wyoming Water Science Center,2015-06-03,13:30:00,MDT,pH,USGS-13025500,USGS,Unknown,8.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2015-06-03_break_USGS-13025500
USGS Wyoming Water Science Center,2015-08-13,10:15:00,MDT,pH,USGS-13025500,Single vertical,US DH-81,8.3,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2015-08-13_break_USGS-13025500
USGS Wyoming Water Science Center,2015-08-13,10:15:00,MDT,Calcium,USGS-13025500,Single vertical,US DH-81,58.6,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2015-08-13_break_USGS-13025500
USGS Wyoming Water Science Center,2015-06-03,13:30:00,MDT,pH,USGS-13025500,USGS,Unknown,8.5,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2015-06-03_break_USGS-13025500
USGS Wyoming Water Science Center,2015-06-03,13:30:00,MDT,Calcium,USGS-13025500,USGS,Unknown,68.9,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2015-06-03_break_USGS-13025500
USGS Wyoming Water Science Center,2015-08-13,10:15:00,MDT,temperature,USGS-13025500,Single vertical,US DH-81,17.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2015-08-13_break_USGS-13025500
USGS Wyoming Water Science Center,2015-08-13,10:15:00,MDT,pH,USGS-13025500,Single vertical,US DH-81,8.7,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2015-08-13_break_USGS-13025500
USGS Wyoming Water Science Center,2016-06-23,14:00:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,18.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2016-06-23_break_USGS-13025500
USGS Wyoming Water Science Center,2016-06-23,14:00:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2016-06-23_break_USGS-13025500
USGS Wyoming Water Science Center,2016-05-16,16:30:00,MDT,pH,USGS-13016450,USGS,Unknown,8.6,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2016-05-16_break_USGS-13016450
USGS Wyoming Water Science Center,2016-05-16,16:30:00,MDT,temperature,USGS-13016450,USGS,Unknown,10.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2016-05-16_break_USGS-13016450
USGS Wyoming Water Science Center,2016-02-11,12:00:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.2,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2016-02-11_break_USGS-13025500
USGS Wyoming Water Science Center,2016-02-11,12:00:00,MST,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,68.2,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2016-02-11_break_USGS-13025500
USGS Wyoming Water Science Center,2016-06-23,14:00:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.5,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2016-06-23_break_USGS-13025500
USGS Wyoming Water Science Center,2016-06-23,14:00:00,MDT,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,67.6,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2016-06-23_break_USGS-13025500
USGS Wyoming Water Science Center,2016-11-02,13:45:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,5.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2016-11-02_break_USGS-13025500
USGS Wyoming Water Science Center,2016-02-11,12:00:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,0.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2016-02-11_break_USGS-13025500
USGS Wyoming Water Science Center,2016-02-11,12:00:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.1,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2016-02-11_break_USGS-13025500
USGS Wyoming Water Science Center,2016-08-17,14:05:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,16.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2016-08-17_break_USGS-13025500
USGS Wyoming Water Science Center,2016-08-17,14:05:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.5,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2016-08-17_break_USGS-13025500
USGS Wyoming Water Science Center,2017-06-01,15:38:00,MDT,temperature,USGS-13018350,Equal width increment (ewi),"Sampler, US D-74",11.2,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-06-01_break_USGS-13018350
USGS Wyoming Water Science Center,2017-05-31,12:30:00,MDT,temperature,USGS-13018350,Equal width increment (ewi),"Sampler, US D-74",9.8,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-05-31_break_USGS-13018350
USGS Wyoming Water Science Center,2017-06-01,08:30:00,MDT,temperature,USGS-13018350,Equal width increment (ewi),"Sampler, US D-74",8.8,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-06-01_break_USGS-13018350
USGS Wyoming Water Science Center,2017-05-31,08:55:00,MDT,temperature,USGS-432453110465501,Equal width increment (ewi),"Sampler, US D-74",10.3,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-05-31_break_USGS-432453110465501
USGS Wyoming Water Science Center,2017-06-01,11:10:00,MDT,temperature,USGS-432453110465501,Equal width increment (ewi),"Sampler, US D-74",10.0,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-06-01_break_USGS-432453110465501
USGS Wyoming Water Science Center,2017-05-24,16:00:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,12.4,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2017-05-24_break_USGS-13025500
USGS Wyoming Water Science Center,2017-05-24,16:00:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2017-05-24_break_USGS-13025500
USGS Wyoming Water Science Center,2017-10-03,12:30:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,7.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2017-10-03_break_USGS-13025500
USGS Wyoming Water Science Center,2017-10-03,12:30:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.8,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2017-10-03_break_USGS-13025500
USGS Wyoming Water Science Center,2017-03-22,14:40:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-95 plastic bottle,5.1,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2017-03-22_break_USGS-13025500
USGS Wyoming Water Science Center,2017-03-22,14:40:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-95 plastic bottle,8.0,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2017-03-22_break_USGS-13025500
USGS Wyoming Water Science Center,2017-08-08,13:30:00,MDT,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2017-08-08_break_USGS-13025500
USGS Wyoming Water Science Center,2017-08-08,13:30:00,MDT,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,14.3,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2017-08-08_break_USGS-13025500
USGS Wyoming Water Science Center,2017-05-31,14:35:00,MDT,temperature,USGS-13018250,Equal width increment (ewi),"Sampler, US D-74",13.3,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-05-31_break_USGS-13018250
USGS Wyoming Water Science Center,2017-06-01,13:30:00,MDT,temperature,USGS-13018250,Equal width increment (ewi),"Sampler, US D-74",13.4,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-06-01_break_USGS-13018250
USGS Wyoming Water Science Center,2017-05-31,17:10:00,MDT,temperature,USGS-432453110465501,Equal width increment (ewi),"Sampler, US D-74",14.5,deg C,,"Temperature, water, liq-in-glass","USGS National Field Manual, Chapter A6.1",NWIS,2017-05-31_break_USGS-432453110465501
USGS Wyoming Water Science Center,2012-11-30,14:00:00,MST,temperature,USGS-13025500,Equal width increment (ewi),US DH-81,4.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2012-11-30_break_USGS-13025500
USGS Wyoming Water Science Center,2012-11-30,14:00:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.1,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2012-11-30_break_USGS-13025500
USGS Wyoming Water Science Center,2012-11-30,14:00:00,MST,pH,USGS-13025500,Equal width increment (ewi),US DH-81,8.4,std units,Total,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",NWIS,2012-11-30_break_USGS-13025500
USGS Wyoming Water Science Center,2012-11-30,14:00:00,MST,Calcium,USGS-13025500,Equal width increment (ewi),US DH-81,65.1,mg/l,Dissolved,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101",NWIS,2012-11-30_break_USGS-13025500
USGS Wyoming Water Science Center,2009-04-28,13:00:00,MDT,temperature,USGS-433302110504701,USGS,Unknown,9.1,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-04-28_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-04-28,13:00:00,MDT,pH,USGS-433302110504701,USGS,Unknown,8.0,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-04-28_break_USGS-433302110504701
USGS Wyoming Water Science Center,2009-04-29,10:00:00,MDT,temperature,USGS-433117110515101,USGS,Unknown,5.8,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-04-29_break_USGS-433117110515101
USGS Wyoming Water Science Center,2009-04-29,10:00:00,MDT,pH,USGS-433117110515101,USGS,Unknown,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-04-29_break_USGS-433117110515101
USGS Wyoming Water Science Center,2009-04-29,14:30:00,MDT,temperature,USGS-13016450,USGS,Unknown,11.7,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-04-29_break_USGS-13016450
USGS Wyoming Water Science Center,2009-04-29,14:30:00,MDT,pH,USGS-13016450,USGS,Unknown,8.8,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-04-29_break_USGS-13016450
USGS Wyoming Water Science Center,2009-04-30,19:30:00,MDT,temperature,USGS-433438110495901,USGS,Unknown,6.0,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-04-30_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-04-30,19:30:00,MDT,pH,USGS-433438110495901,USGS,Unknown,7.2,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-04-30_break_USGS-433438110495901
USGS Wyoming Water Science Center,2009-04-30,12:00:00,MDT,temperature,USGS-432906110522601,USGS,Unknown,7.2,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-04-30_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-04-30,12:00:00,MDT,pH,USGS-432906110522601,USGS,Unknown,8.4,std units,Total,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",NWIS,2009-04-30_break_USGS-432906110522601
USGS Wyoming Water Science Center,2009-05-01,09:00:00,MDT,temperature,USGS-432748110515301,USGS,Unknown,4.6,deg C,,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",NWIS,2009-05-01_break_USGS-432748110515301
